0.000000000000000000e+00,3.000000000000000000e+00,1.130000000000000000e+02,3.390000000000000000e+02,3.766700000000000159e+01,4.099999999999999756e-01,4.719999999999999751e-01,1.390000000000000036e+01,1.390000000000000000e+02,1.600000000000000000e+02,1.000000000000000000e+01
0.000000000000000000e+00,3.000000000000000000e+00,5.900000000000000000e+01,1.770000000000000000e+02,1.966700000000000159e+01,4.749999999999999778e-01,4.749999999999999778e-01,8.400000000000000000e+01,8.400000000000000000e+01,8.400000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+01,6.750000000000000444e-01,6.750000000000000444e-01,2.700000000000000000e+01,2.700000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.010000000000000000e+02,2.020000000000000000e+02,5.050000000000000000e+01,5.400000000000000355e-01,7.429999999999999938e-01,1.090000000000000036e+01,1.090000000000000000e+02,1.500000000000000000e+02,1.000000000000000000e+01
0.000000000000000000e+00,4.000000000000000000e+00,1.940000000000000000e+02,7.760000000000000000e+02,4.850000000000000000e+01,2.630000000000000115e-01,2.730000000000000204e-01,3.400000000000000000e+01,2.040000000000000000e+02,2.120000000000000000e+02,6.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,4.400000000000000000e+01,1.100000000000000000e+01,7.500000000000000000e-01,7.500000000000000000e-01,3.300000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,3.600000000000000000e+01,9.000000000000000000e+00,8.060000000000000497e-01,8.329999999999999627e-01,2.900000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,4.400000000000000000e+01,1.100000000000000000e+01,7.049999999999999600e-01,8.639999999999999902e-01,1.550000000000000000e+01,3.100000000000000000e+01,3.800000000000000000e+01,2.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.160000000000000000e+02,3.480000000000000000e+02,3.866700000000000159e+01,3.850000000000000089e-01,4.939999999999999947e-01,3.350000000000000000e+01,1.340000000000000000e+02,1.720000000000000000e+02,4.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.400000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,2.500000000000000000e-01,1.000000000000000000e+00,2.200000000000000178e+00,1.100000000000000000e+01,4.400000000000000000e+01,5.000000000000000000e+00
